week,day,workout_name,exercise,exercise_group,set,reps,weight,rpe,notes
3,1,"Full Body #1","Cross-body lat pullaround (kneeling)",,3,"8-10",,10,"Rest: 2-3 min. Technique: Long-length Partials. Try to keep cable and wrist aligned. Feel deep lat stretch at top."
3,1,"Full Body #1","Low Incline Smith Machine Press",,1,"8-10",,9,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
3,1,"Full Body #1","Low Incline Smith Machine Press",,2,"8-10",,9,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
3,1,"Full Body #1","Low Incline Smith Machine Press",,3,"8-10",,10,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
3,1,"Full Body #1","Machine Hip Adduction",,1,"10-12",,9,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Machine Hip Adduction",,2,"10-12",,9,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Machine Hip Adduction",,3,"10-12",,10,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Leg Press",,1,"8-10",,8,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Leg Press",,2,"8-10",,8,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Leg Press",,3,"8-10",,9,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
3,1,"Full Body #1","Lying Paused Rope Face Pull",,1,"10-12",,9,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
3,1,"Full Body #1","Lying Paused Rope Face Pull",,2,"10-12",,9,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
3,1,"Full Body #1","Lying Paused Rope Face Pull",,3,"10-12",,10,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
3,1,"Full Body #1","Cable Crunch",,1,"10-12",,9,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
3,1,"Full Body #1","Cable Crunch",,2,"10-12",,9,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
3,1,"Full Body #1","Cable Crunch",,3,"10-12",,10,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
3,2,"Full Body #2","Seated DB Shoulder Press",,1,"8-10",,8,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
3,2,"Full Body #2","Seated DB Shoulder Press",,2,"8-10",,8,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
3,2,"Full Body #2","Seated DB Shoulder Press",,3,"8-10",,9,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
3,2,"Full Body #2","Paused Barbell RDL",,1,"8-10",,6,"Rest: 3-4 min. RPE intentionally low-causes muscle damage. 1 second pause at bottom. Stop 75% up to keep tension on hamstrings. Get to full lockout (bottom 3/4 ROM)."
3,2,"Full Body #2","Paused Barbell RDL",,2,"8-10",,7,"Rest: 3-4 min. RPE intentionally low-causes muscle damage. 1 second pause at bottom. Stop 75% up to keep tension on hamstrings. Get to full lockout (bottom 3/4 ROM)."
3,2,"Full Body #2","Chest Supported Machine Row",,1,"8-10",,8,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
3,2,"Full Body #2","Chest Supported Machine Row",,2,"8-10",,8,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
3,2,"Full Body #2","Chest Supported Machine Row",,3,"8-10",,9,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
3,2,"Full Body #2","Hammer Preacher Curl",,1,"10-12",,8,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
3,2,"Full Body #2","Hammer Preacher Curl",,2,"10-12",,8,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
3,2,"Full Body #2","Hammer Preacher Curl",,3,"10-12",,9,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
3,2,"Full Body #2","Cable Lateral Y-Raise",,1,"10-12",,9,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
3,2,"Full Body #2","Cable Lateral Y-Raise",,2,"10-12",,9,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
3,2,"Full Body #2","Cable Lateral Y-Raise",,3,"10-12",,10,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
3,2,"Full Body #2","Overhead Cable Triceps Extension (Bar)",,1,"8-10",,9,"Rest: 2-3 min. Nasty stretch on triceps throughout negative. Pause for 1-2 seconds in stretched position."
3,2,"Full Body #2","Overhead Cable Triceps Extension (Bar)",,2,"8-10",,10,"Rest: 2-3 min. Nasty stretch on triceps throughout negative. Pause for 1-2 seconds in stretched position."
3,3,"Full Body #3","Assisted Pull-Up","A",1,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
3,3,"Full Body #3","Assisted Pull-Up","A",2,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
3,3,"Full Body #3","Assisted Pull-Up","A",3,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
3,3,"Full Body #3","Assisted Pull-Up","A",4,"8-10",,10,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
3,3,"Full Body #3","Paused Assisted Dip","A",1,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
3,3,"Full Body #3","Paused Assisted Dip","A",2,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
3,3,"Full Body #3","Paused Assisted Dip","A",3,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
3,3,"Full Body #3","Paused Assisted Dip","A",4,"8-10",,10,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
3,3,"Full Body #3","Incline DB Press",,1,"10-12",,8,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
3,3,"Full Body #3","Incline DB Press",,2,"10-12",,8,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
3,3,"Full Body #3","Incline DB Press",,3,"10-12",,9,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
3,3,"Full Body #3","Leg Extension",,1,"8-10",,9,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
3,3,"Full Body #3","Leg Extension",,2,"8-10",,9,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
3,3,"Full Body #3","Leg Extension",,3,"8-10",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
3,3,"Full Body #3","Cable Paused Shrug-in",,1,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
3,3,"Full Body #3","Cable Paused Shrug-in",,2,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
3,3,"Full Body #3","Cable Paused Shrug-in",,3,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
3,3,"Full Body #3","Roman Chair Leg Raise",,1,"10-20",,9,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
3,3,"Full Body #3","Roman Chair Leg Raise",,2,"10-20",,9,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
3,3,"Full Body #3","Roman Chair Leg Raise",,3,"10-20",,10,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
3,4,"Full Body #4","Lying Leg Curl",,1,"8-10",,8,"Rest: 1-2 min. REDUCED TO 1 SET-mainly to warm up knees before hack squats. Don't push hard today."
3,4,"Full Body #4","Lying Leg Curl",,2,"8-10",,9,"Rest: 1-2 min. REDUCED TO 1 SET-mainly to warm up knees before hack squats. Don't push hard today."
3,4,"Full Body #4","Front Squat",,1,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
3,4,"Full Body #4","Front Squat",,2,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
3,4,"Full Body #4","Front Squat",,3,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
3,4,"Full Body #4","Bent-Over Cable Pec Flye",,1,"10-12",,10,"Rest: 0.5-1 min. Lean forward until torso parallel with floor. Flye straight out and down. Stretch and squeeze pecs."
3,4,"Full Body #4","Bent-Over Cable Pec Flye",,2,"10-12",,10,"Rest: 0.5-1 min. Lean forward until torso parallel with floor. Flye straight out and down. Stretch and squeeze pecs."
3,4,"Full Body #4","Neutral-Grip Lat Pulldown",,1,"12-15",,10,"Rest: 2-3 min. Technique: Long-length Partials. Handle more out in front (like pullover/pulldown cross). Focus on feeling lats over weight used."
3,4,"Full Body #4","Neutral-Grip Lat Pulldown",,2,"12-15",,10,"Rest: 2-3 min. Technique: Long-length Partials. Handle more out in front (like pullover/pulldown cross). Focus on feeling lats over weight used."
3,4,"Full Body #4","Leg Press Calf Press",,1,"10-12",,10,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet (not just up on toes)."
3,4,"Full Body #4","Leg Press Calf Press",,2,"10-12",,10,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet (not just up on toes)."
3,4,"Full Body #4","Cable Reverse Fly",,1,"5-3",,9,"Rest: 1-2 min. Technique: Mechanical Dropset. Take 3 big steps back, do 5 reps. Without rest, step forward do 4 reps. Without rest, step forward again do 3+ reps to RPE 9-10."
3,4,"Full Body #4","Cable Reverse Fly",,2,"5-3",,10,"Rest: 1-2 min. Technique: Mechanical Dropset. Take 3 big steps back, do 5 reps. Without rest, step forward do 4 reps. Without rest, step forward again do 3+ reps to RPE 9-10."
3,5,"Full Body #5","Behind-the-Back lateral raise",,1,"8-12",,10,"Rest: 1-3 min. Choose from upper chest options: Cable Crossover, Incline DB Flyes, or Low Incline Press variation."
3,5,"Full Body #5","Behind-the-Back lateral raise",,2,"8-12",,10,"Rest: 1-3 min. Choose from upper chest options: Cable Crossover, Incline DB Flyes, or Low Incline Press variation."
3,5,"Full Body #5","Behind-the-Back lateral raise",,3,"8-12",,10,"Rest: 1-3 min. Choose from upper chest options: Cable Crossover, Incline DB Flyes, or Low Incline Press variation."
3,5,"Full Body #5","Chest Press Machine",,1,"8-12",,8,"Rest: 1-3 min. If recovered: choose bicep or forearm work. If sore/fatigued: skip this exercise."
3,5,"Full Body #5","Chest Press Machine",,2,"8-12",,9,"Rest: 1-3 min. If recovered: choose bicep or forearm work. If sore/fatigued: skip this exercise."
3,5,"Full Body #5","Incline DB Curl",,1,"10-12",,10,"Rest: 1-2 min. If L/R imbalance: 1 arm at a time starting with weaker. Take weaker to RPE 9-10, match reps with other arm. If balanced: both arms together."
3,5,"Full Body #5","Incline DB Curl",,2,"10-12",,10,"Rest: 1-2 min. If L/R imbalance: 1 arm at a time starting with weaker. Take weaker to RPE 9-10, match reps with other arm. If balanced: both arms together."
3,5,"Full Body #5","Incline DB Curl",,3,"10-12",,10,"Rest: 1-2 min. If L/R imbalance: 1 arm at a time starting with weaker. Take weaker to RPE 9-10, match reps with other arm. If balanced: both arms together."
3,5,"Full Body #5","Biceps Pushdown (bar)",,1,"8",,10,"Rest: 1-2 min. Technique: Dropset. Fairly heavy with bar (not rope). Aim to add weight weekly. Keep form tight while overloading triceps."
3,5,"Full Body #5","Biceps Pushdown (bar)",,2,"8",,10,"Rest: 1-2 min. Technique: Dropset. Fairly heavy with bar (not rope). Aim to add weight weekly. Keep form tight while overloading triceps."
3,5,"Full Body #5","Biceps Pushdown (bar)",,3,"8",,10,"Rest: 1-2 min. Technique: Dropset. Fairly heavy with bar (not rope). Aim to add weight weekly. Keep form tight while overloading triceps."
3,5,"Full Body #5","Bottom 2/3 Constant Tension Preacher Curl",,1,"12-15",,10,"Rest: 1-2 min. Stay in bottom 2/3 of curl-don't squeeze to top. Triceps pinned to pad. No pausing-constant tension on biceps."
3,5,"Full Body #5","Bottom 2/3 Constant Tension Preacher Curl",,2,"12-15",,10,"Rest: 1-2 min. Stay in bottom 2/3 of curl-don't squeeze to top. Triceps pinned to pad. No pausing-constant tension on biceps."
3,5,"Full Body #5","Cable Triceps Kickback",,1,"8-10",,10,"Rest: 1-2 min. Upright or bent over (your choice). In full squeeze, shoulder should be behind torso."
3,5,"Full Body #5","Cable Triceps Kickback",,2,"8-10",,10,"Rest: 1-2 min. Upright or bent over (your choice). In full squeeze, shoulder should be behind torso."
3,5,"Full Body #5","Standing Calf Raise",,1,"12-15",,9,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet."
3,5,"Full Body #5","Standing Calf Raise",,2,"12-15",,9,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet."
3,5,"Full Body #5","Standing Calf Raise",,3,"12-15",,10,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet."
4,1,"Full Body #1","Cross-body lat pullaround (kneeling)",,1,"8-10",,9,"Rest: 2-3 min. Technique: Long-length Partials. Try to keep cable and wrist aligned. Feel deep lat stretch at top."
4,1,"Full Body #1","Cross-body lat pullaround (kneeling)",,2,"8-10",,9,"Rest: 2-3 min. Technique: Long-length Partials. Try to keep cable and wrist aligned. Feel deep lat stretch at top."
4,1,"Full Body #1","Cross-body lat pullaround (kneeling)",,3,"8-10",,10,"Rest: 2-3 min. Technique: Long-length Partials. Try to keep cable and wrist aligned. Feel deep lat stretch at top."
4,1,"Full Body #1","Low Incline Smith Machine Press",,1,"8-10",,9,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
4,1,"Full Body #1","Low Incline Smith Machine Press",,2,"8-10",,9,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
4,1,"Full Body #1","Low Incline Smith Machine Press",,3,"8-10",,10,"Rest: 2-3 min. Technique: Pec Static Stretch (30s hold). Set bench at ~15° incline. 1 second pause on chest while maintaining pec tension."
4,1,"Full Body #1","Machine Hip Adduction",,1,"10-12",,9,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Machine Hip Adduction",,2,"10-12",,9,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Machine Hip Adduction",,3,"10-12",,10,"Rest: 1-2 min. Mind-muscle connection with inner thighs. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Leg Press",,1,"8-10",,8,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Leg Press",,2,"8-10",,8,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Leg Press",,3,"8-10",,9,"Rest: 3-4 min. Technique: Quad Static Stretch (30s). Feet lower for quad focus. Deep as possible without back rounding. Control negative, slight pause at bottom. REDUCED FROM 3 SETS"
4,1,"Full Body #1","Lying Paused Rope Face Pull",,1,"10-12",,9,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
4,1,"Full Body #1","Lying Paused Rope Face Pull",,2,"10-12",,9,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
4,1,"Full Body #1","Lying Paused Rope Face Pull",,3,"10-12",,10,"Rest: 1-2 min. Pause 1-2 seconds in squeeze. Contract rear delts hard."
4,1,"Full Body #1","Cable Crunch",,1,"10-12",,9,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
4,1,"Full Body #1","Cable Crunch",,2,"10-12",,9,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
4,1,"Full Body #1","Cable Crunch",,3,"10-12",,10,"Rest: 1-2 min. Round lower back as you crunch. Maintain mind-muscle connection with abs."
4,2,"Full Body #2","Seated DB Shoulder Press",,1,"8-10",,8,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
4,2,"Full Body #2","Seated DB Shoulder Press",,2,"8-10",,8,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
4,2,"Full Body #2","Seated DB Shoulder Press",,3,"8-10",,9,"Rest: 2-3 min. Slightly rotate dumbbells in on negative, flare elbows out as you push."
4,2,"Full Body #2","Paused Barbell RDL",,1,"8-10",,6,"Rest: 3-4 min. RPE intentionally low-causes muscle damage. 1 second pause at bottom. Stop 75% up to keep tension on hamstrings. Get to full lockout (bottom 3/4 ROM)."
4,2,"Full Body #2","Paused Barbell RDL",,2,"8-10",,7,"Rest: 3-4 min. RPE intentionally low-causes muscle damage. 1 second pause at bottom. Stop 75% up to keep tension on hamstrings. Get to full lockout (bottom 3/4 ROM)."
4,2,"Full Body #2","Chest Supported Machine Row",,1,"8-10",,8,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
4,2,"Full Body #2","Chest Supported Machine Row",,2,"8-10",,8,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
4,2,"Full Body #2","Chest Supported Machine Row",,3,"8-10",,9,"Rest: 2-3 min. Technique: Long-length Partials. Flare elbows at ~45°. Squeeze shoulder blades hard at top."
4,2,"Full Body #2","Hammer Preacher Curl",,1,"10-12",,8,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
4,2,"Full Body #2","Hammer Preacher Curl",,2,"10-12",,8,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
4,2,"Full Body #2","Hammer Preacher Curl",,3,"10-12",,9,"Rest: 1-2 min. Targets brachialis and forearms. Squeeze dumbbell hard, curl 3/4 way up (bottom 3/4 ROM)."
4,2,"Full Body #2","Cable Lateral Y-Raise",,1,"10-12",,9,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
4,2,"Full Body #2","Cable Lateral Y-Raise",,2,"10-12",,9,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
4,2,"Full Body #2","Cable Lateral Y-Raise",,3,"10-12",,10,"Rest: 1-2 min. Raise cables up and out in Y motion. Connect with middle delt fibers."
4,2,"Full Body #2","Overhead Cable Triceps Extension (Bar)",,1,"8-10",,9,"Rest: 2-3 min. Nasty stretch on triceps throughout negative. Pause for 1-2 seconds in stretched position."
4,2,"Full Body #2","Overhead Cable Triceps Extension (Bar)",,2,"8-10",,10,"Rest: 2-3 min. Nasty stretch on triceps throughout negative. Pause for 1-2 seconds in stretched position."
4,3,"Full Body #3","Assisted Pull-Up","A",1,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
4,3,"Full Body #3","Assisted Pull-Up","A",2,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
4,3,"Full Body #3","Assisted Pull-Up","A",3,"8-10",,9,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
4,3,"Full Body #3","Assisted Pull-Up","A",4,"8-10",,10,"Rest: 1 min. Technique: Long-length Partials. Slow 2-3 second negative. Feel lats pulling apart. Slight 0.5-1s pause at bottom, lift chest and drive elbows down. Don't be afraid to use assistance."
4,3,"Full Body #3","Paused Assisted Dip","A",1,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
4,3,"Full Body #3","Paused Assisted Dip","A",2,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
4,3,"Full Body #3","Paused Assisted Dip","A",3,"8-10",,9,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
4,3,"Full Body #3","Paused Assisted Dip","A",4,"8-10",,10,"Rest: 1 min. Slow 2-3 second negative. 1-2 second pause at bottom. Explode with control. Go as deep as shoulders allow (at least 90° elbow)."
4,3,"Full Body #3","Incline DB Press",,1,"10-12",,8,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
4,3,"Full Body #3","Incline DB Press",,2,"10-12",,8,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
4,3,"Full Body #3","Incline DB Press",,3,"10-12",,9,"Rest: 1-2 min. ADDED FOR UPPER CHEST WEAK POINT-replaces Seated Leg Curl. Set bench at 30-45°. Control negative, press with chest."
4,3,"Full Body #3","Leg Extension",,1,"8-10",,9,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
4,3,"Full Body #3","Leg Extension",,2,"8-10",,9,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
4,3,"Full Body #3","Leg Extension",,3,"8-10",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Seat back as far as comfortable. Grab handles hard to pull butt into seat. 2-3 second negative. Feel quads pulling apart."
4,3,"Full Body #3","Cable Paused Shrug-in",,1,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
4,3,"Full Body #3","Cable Paused Shrug-in",,2,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
4,3,"Full Body #3","Cable Paused Shrug-in",,3,"10-12",,10,"Rest: 0.5-1 min. Technique: Long-length Partials. Shrug up and in toward ears. 1-2 second pause at top AND bottom of each rep."
4,3,"Full Body #3","Roman Chair Leg Raise",,1,"10-20",,9,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
4,3,"Full Body #3","Roman Chair Leg Raise",,2,"10-20",,9,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
4,3,"Full Body #3","Roman Chair Leg Raise",,3,"10-20",,10,"Rest: 1-2 min. Allow lower back to round. Go until RPE 9-10 with controlled form."
4,4,"Full Body #4","Lying Leg Curl",,1,"8-10",,8,"Rest: 1-2 min. REDUCED TO 1 SET-mainly to warm up knees before hack squats. Don't push hard today."
4,4,"Full Body #4","Lying Leg Curl",,2,"8-10",,9,"Rest: 1-2 min. REDUCED TO 1 SET-mainly to warm up knees before hack squats. Don't push hard today."
4,4,"Full Body #4","Front Squat",,1,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
4,4,"Full Body #4","Front Squat",,2,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
4,4,"Full Body #4","Front Squat",,3,"4-8",,9,"Rest: 3-5 min. REVERSE PYRAMID: Set 1=4 reps (heaviest), Set 2=drop 10-15% do 6 reps, Set 3=drop another 10-15% do 8 reps."
4,4,"Full Body #4","Bent-Over Cable Pec Flye",,1,"10-12",,10,"Rest: 0.5-1 min. Lean forward until torso parallel with floor. Flye straight out and down. Stretch and squeeze pecs."
4,4,"Full Body #4","Bent-Over Cable Pec Flye",,2,"10-12",,10,"Rest: 0.5-1 min. Lean forward until torso parallel with floor. Flye straight out and down. Stretch and squeeze pecs."
4,4,"Full Body #4","Neutral-Grip Lat Pulldown",,1,"12-15",,10,"Rest: 2-3 min. Technique: Long-length Partials. Handle more out in front (like pullover/pulldown cross). Focus on feeling lats over weight used."
4,4,"Full Body #4","Neutral-Grip Lat Pulldown",,2,"12-15",,10,"Rest: 2-3 min. Technique: Long-length Partials. Handle more out in front (like pullover/pulldown cross). Focus on feeling lats over weight used."
4,4,"Full Body #4","Leg Press Calf Press",,1,"10-12",,10,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet (not just up on toes)."
4,4,"Full Body #4","Leg Press Calf Press",,2,"10-12",,10,"Rest: 1-2 min. Technique: Calf Static Stretch (30s). 1-2 second pause at bottom. Roll ankle back/forth on balls of feet (not just up on toes)."
